5.353,0.006
4.515,0.01
5.46,0.01
5.606,0.011
4.902,0.012
3.649,0.014
6.431,0.014
6.531,0.016
6.587,0.016
4.338,0.017
6.483,0.017
6.735,0.017
6.482,0.018
6.824,0.018
6.451,0.019
6.508,0.019
6.655,0.021
3.169,0.023
5.819,0.025
5.753,0.026
6.102,0.027
3.285,0.029
4.062,0.029
3.754,0.03
6.39,0.031
4.415,0.032
6.868,0.032
6.866,0.033
3.572,0.038
4.249,0.038
6.144,0.04
6.363,0.041
3.992,0.042
6.656,0.042
4.345,0.063
4.612,0.064
3.773,0.065
5.035,0.065
5.492,0.066
6.217,0.073
1.489,0.081
6.652,0.086
6.356,0.093
6.348,0.123
2.496,0.13
6.366,0.149
2.823,0.193
2.09,0.212
6.135,0.234
3.706,0.279
5.989,0.841
9.253,0.004
10.38,0.004
10.428,0.004
10.431,0.004
11.398,0.004
7.376,0.005
7.16,0.006
9.678,0.006
9.779,0.007
10.349,0.007
10.971,0.007
10.503,0.008
10.835,0.008
11.409,0.008
11.563,0.008
9.093,0.009
9.507,0.009
9.649,0.009
10.689,0.009
10.819,0.009
11.038,0.009
10.908,0.01
9.246,0.011
9.62,0.011
10.438,0.011
11.421,0.011
11.45,0.011
7.794,0.012
8.038,0.012
9.238,0.012
9.384,0.012
9.489,0.012
9.61,0.012
10.79,0.012
11.287,0.012
7.725,0.013
7.894,0.013
7.977,0.013
8.694,0.013
9.643,0.013
10.741,0.013
7.038,0.014
8.278,0.014
8.717,0.014
9.376,0.014
7.573,0.016
7.58,0.016
8.069,0.016
8.283,0.016
8.919,0.016
9.647,0.016
11.304,0.016
9.702,0.017
9.78,0.017
11.084,0.017
8.77,0.018
11.684,0.018
8.793,0.019
11.104,0.019
7.553,0.02
9.571,0.02
10.092,0.02
10.143,0.021
10.321,0.021
10.719,0.021
9.256,0.022
10.161,0.022
8.424,0.023
10.606,0.023
8.2,0.024
7.188,0.025
9.704,0.025
9.961,0.025
10.05,0.025
10.86,0.025
9.016,0.026
7.07,0.027
8.643,0.029
8.839,0.029
9.349,0.03
7.971,0.032
10.655,0.033
10.897,0.033
10.916,0.033
11.042,0.033
10.358,0.034
9.679,0.035
11.082,0.036
9.018,0.039
11.519,0.04
9.299,0.041
10.073,0.041
7.87,0.043
11.53,0.043
10.337,0.047
7.319,0.05
10.986,0.051
10.966,0.052
8.27,0.053
10.655,0.053
8.749,0.059
10.278,0.06
11.349,0.06
9.86,0.065
10.298,0.065
11.089,0.067
11.257,0.067
10.906,0.068
9.55,0.07
11.625,0.07
8.36,0.073
11.691,0.074
9.369,0.077
8.056,0.078
10.226,0.085
11.298,0.092
10.151,0.094
11.366,0.095
7.49,0.098
9.843,0.1
10.502,0.101
8.018,0.104
10.751,0.108
10.717,0.111
10.111,0.112
10.444,0.121
7.096,0.124
8.458,0.128
11.583,0.132
9.538,0.14
10.329,0.141
9.891,0.144
11.003,0.147
11.157,0.147
10.378,0.151
9.203,0.159
7.194,0.16
8.601,0.162
11.688,0.163
9.288,0.169
8.369,0.171
9.532,0.173
11.064,0.18
7.998,0.215
8.278,0.236
7.692,0.265
9.436,0.266
11.328,0.336
9.692,0.372
7.446,0.409
8.521,0.465
8.794,0.502
9.743,0.554
10.834,0.585
11.321,0.591
7.511,0.739
7.736,1.038
10.095,2.095
8.577,3.049
11.868,0.006
12.29,0.006
12.449,0.006
12.646,0.006
13.295,0.006
13.671,0.007
11.799,0.009
11.943,0.009
12.949,0.009
13.01,0.009
14.29,0.009
12.097,0.01
13.34,0.01
11.832,0.012
12.161,0.012
12.991,0.012
14.928,0.012
13.435,0.014
14.129,0.014
14.574,0.016
11.825,0.017
12.791,0.017
13.519,0.017
15.493,0.017
12.617,0.018
13.643,0.019
13.859,0.019
14.267,0.019
15.113,0.019
16.027,0.019
14.387,0.02
15.697,0.02
11.843,0.021
12.494,0.021
12.873,0.021
12.324,0.022
15.303,0.022
15.728,0.022
13.236,0.023
11.805,0.024
12.91,0.024
15.608,0.024
12.138,0.025
12.723,0.026
14.854,0.026
13.067,0.027
14.361,0.029
11.97,0.03
12.611,0.03
12.684,0.03
14.51,0.03
12.737,0.031
13.584,0.031
13.759,0.032
14.482,0.032
12.134,0.033
12.804,0.033
13.056,0.033
13.064,0.033
13.293,0.033
14.78,0.033
14.104,0.034
14.745,0.034
12.09,0.035
13.371,0.035
13.652,0.036
14.459,0.036
13.242,0.038
14.181,0.038
13.55,0.039
14.183,0.039
15.595,0.039
13.906,0.04
13.714,0.041
13.808,0.041
13.663,0.043
14.117,0.043
11.894,0.046
12.7,0.046
12.925,0.046
16.057,0.046
14.637,0.047
12.549,0.048
14.067,0.048
13.035,0.049
15.473,0.049
15.392,0.05
14.873,0.052
15.283,0.052
11.933,0.053
11.993,0.055
15.13,0.057
13.092,0.058
12.032,0.06
13.931,0.06
15.998,0.06
11.844,0.061
14.657,0.063
14.068,0.064
13.893,0.066
13.143,0.067
13.39,0.067
13.562,0.068
13.638,0.068
16.013,0.076
15.945,0.077
12.148,0.078
15.189,0.081
13.261,0.084
16.044,0.087
14.76,0.088
12.181,0.09
15.204,0.092
14.04,0.094
15.46,0.096
15.77,0.096
13.041,0.099
14.903,0.1
13.06,0.102
14.594,0.106
12.296,0.107
14.402,0.118
15.206,0.118
15.728,0.121
14.461,0.122
13.276,0.123
13.334,0.123
12.038,0.127
12.783,0.127
