12.867,0.128
14.087,0.129
13.955,0.132
12.667,0.133
14.693,0.137
12.105,0.139
12.575,0.143
11.915,0.154
15.988,0.154
13.455,0.162
13.941,0.163
15.009,0.166
14.514,0.171
12.184,0.177
13.025,0.177
14.043,0.181
14.179,0.184
15.877,0.185
14.509,0.187
14.88,0.188
15.823,0.196
12.846,0.199
15.027,0.221
15.499,0.223
12.884,0.225
14.58,0.227
15.186,0.241
14.214,0.242
13.95,0.272
15.794,0.283
15.072,0.319
13.968,0.322
14.006,0.329
15.787,0.36
13.635,0.38
13.811,0.464
12.868,0.527
15.939,0.545
12.333,0.55
13.389,0.596
12.885,0.677
12.11,0.678
11.976,0.723
14.059,0.797
14.015,1.381
15.115,2.097
13.896,2.162
12.48,5.771
20.244,0.003
18.572,0.005
16.191,0.006
16.717,0.006
17.806,0.006
18.034,0.006
18.614,0.006
21.253,0.006
16.43,0.007
16.443,0.007
16.624,0.008
20.866,0.008
17.178,0.009
17.296,0.009
18.698,0.009
18.973,0.009
19.595,0.009
20.466,0.009
19.623,0.01
17.188,0.011
18.146,0.011
18.315,0.011
21.194,0.011
17.514,0.012
17.869,0.012
18.354,0.012
21.248,0.012
17.316,0.013
17.328,0.013
20.361,0.013
17.983,0.014
18.183,0.016
18.217,0.016
18.76,0.016
20.107,0.016
16.158,0.017
18.569,0.017
18.572,0.017
19.725,0.017
20.27,0.017
17.486,0.018
17.048,0.019
19.073,0.019
19.795,0.019
19.825,0.02
21.132,0.02
18.69,0.021
16.37,0.022
16.577,0.022
20.197,0.022
20.723,0.022
16.404,0.023
16.746,0.023
19.127,0.023
21.139,0.023
16.682,0.024
17.012,0.024
20.126,0.024
20.253,0.024
19.609,0.025
20.266,0.026
18.349,0.027
19.094,0.027
19.151,0.027
19.821,0.027
19.906,0.027
20.092,0.027
20.22,0.027
16.475,0.028
17.068,0.028
17.857,0.028
17.894,0.031
18.119,0.032
20.772,0.032
16.543,0.034
20.817,0.034
16.217,0.035
16.144,0.036
18.297,0.037
20.42,0.037
20.611,0.037
16.21,0.038
20.466,0.038
20.587,0.038
17.977,0.039
18.533,0.039
19.163,0.039
16.372,0.04
18.949,0.04
18.189,0.041
16.682,0.043
17.919,0.043
19.792,0.043
16.426,0.044
17.529,0.047
17.785,0.047
16.636,0.048
16.768,0.049
18.568,0.051
17.211,0.052
18.783,0.053
17.39,0.054
17.274,0.055
18.885,0.058
19.415,0.059
17.789,0.063
18.382,0.063
18.422,0.068
20.132,0.068
20.262,0.069
19.647,0.07
20.459,0.07
18.222,0.072
18.343,0.072
17.467,0.078
16.528,0.087
16.545,0.087
16.944,0.087
17.348,0.091
16.659,0.092
17.819,0.099
18.758,0.099
17.356,0.101
16.136,0.103
16.594,0.104
17.074,0.108
16.924,0.116
18.609,0.119
19.014,0.123
16.912,0.142
16.677,0.148
19.891,0.148
18.317,0.149
16.568,0.162
17.995,0.166
16.532,0.201
20.099,0.204
20.879,0.297
18.455,0.301
17.589,0.305
20.163,0.312
19.836,0.323
16.294,0.351
16.336,0.404
20.478,0.405
17.474,0.434
19.016,0.567
16.731,0.812
17.343,2.94
20.009,3.083
19,4.654
24.564,0.009
23.166,0.01
21.538,0.011
25.207,0.011
25.459,0.011
22.019,0.012
25.82,0.012
27.841,0.012
21.664,0.016
22.828,0.016
22.849,0.017
22.374,0.019
23.769,0.019
27.611,0.022
21.383,0.023
24.101,0.026
25.131,0.026
25.533,0.028
23.608,0.03
24.815,0.03
22.416,0.031
21.631,0.033
21.471,0.037
23.537,0.037
25.553,0.037
22.133,0.038
26.947,0.038
22.079,0.043
25.554,0.046
23.948,0.049
23.963,0.05
22.407,0.051
23.274,0.053
21.966,0.054
22.921,0.06
26.414,0.06
22.479,0.061
23.262,0.062
24.031,0.065
21.686,0.072
27.377,0.079
23.359,0.081
21.635,0.088
24.674,0.092
27.548,0.112
21.624,0.147
23.255,0.15
26.626,0.159
21.404,0.189
23.343,0.229
22.029,0.386
22.546,0.699
28.578,0.016
29.341,0.023
29.815,0.038
28.374,0.046
29.278,0.049
30.886,0.055
28.481,0.085
28.811,0.119
