28.559	0.03
25.649	0.032
26.487	0.032
28.046	0.032
25.78	0.038
25.517	0.04
26.169	0.043
29.211	0.044
26.005	0.05
26.039	0.05
29.273	0.052
26.084	0.056
28.226	0.071
25.699	0.072
26.339	0.072
28.483	0.079
25.297	0.08
26.792	0.087
26.191	0.093
25.73	0.142
27.489	0.165
28.08	0.183
25.687	0.184
27.198	0.195
28.468	0.2
27.254	0.229
26.119	0.238
29.109	0.263
26.808	0.305
25.64	0.343
26.254	0.366
29.078	0.388
26.244	0.41
29.027	0.426
26.001	0.473
25.238	0.505
26.494	0.511
26.965	0.546
25.41	0.57
27.109	0.573
25.497	0.644
26.249	0.939
26.447	0.975
28.201	1.089
27.788	1.114
25.447	1.213
26.418	2.541
29.703	3.057
34.867	0.008
33.498	0.01
35.139	0.012
39.399	0.018
36.781	0.021
40.144	0.021
34.912	0.026
32.281	0.03
35.553	0.035
30.885	0.039
30.757	0.044
31.677	0.059
31.457	0.071
35.678	0.073
31.959	0.091
33.528	0.135
39.99	0.137
38.366	0.189
34.352	0.221
31.547	0.227
30.143	0.233
30.315	0.24
30.68	0.261
33.915	0.288
31.125	0.321
33.899	0.335
30.951	0.383
31.062	0.408
37.061	0.429
32.784	0.46
30.285	0.649
32.774	0.78
34.723	0.823
7.727	0.518
16.033	0.093
10.664	0.03
7.985	0.111
15.733	0.007
10.427	0.056
6.244	0.416
10.561	0.042
10.921	0.177
7.786	0.459
11.83	0.032
15.308	0.128
11.507	0.006
10.244	0.11
13.391	0.601
8.416	0.01
11.398	0.014
11.494	0.011
8.766	0.005
11.817	0.265
13.605	0.009
18.984	0.016
18.619	1.871
13.139	0.082
12.294	0.02
11.747	0.008
15.691	0.019
7.602	0.267
14.238	0.035
9.189	0.018
12.118	0.004
13.592	0.006
16.526	0.032
9.164	0.01
8.101	0.044
4.064	0.193
12.605	0.009
8.172	0.139
12.272	0.043
10.986	0.039
9.429	0.016
11.576	0.151
12.689	0.8
4.963	0.162
12.867	0.195
4.035	0.05
11.345	0.053
3.807	0.207
18.98	0.588
9.3	0.017
9.145	0.035
13.723	0.02
16.87	0.01
6.632	0.056
8.274	0.026
7.072	0.092
6.994	0.014
12.325	0.019
12.249	0.008
14.267	0.01
5.167	0.025
8.451	0.06
13.985	0.007
9.757	0.026
6.389	0.055
9.011	0.073
8.661	0.036
11.708	0.01
8.632	0.017
6.161	0.031
7.44	0.226
13.848	0.121
9.971	0.009
12.478	0.019
13.396	0.041
9.626	0.024
11.926	0.017
11.126	0.006
10.867	0.012
7.041	0.048
13.152	0.011
11.462	0.169
14.593	0.012
11.196	0.064
8.855	0.03
12.364	0.022
10.111	0.047
12.918	0.011
7.254	0.007
12.075	0.009
12.559	0.028
12.132	0.008
12.764	0.03
8.331	0.061
7.749	0.053
12.027	0.011
5.839	0.106
9.777	0.012
6.054	0.277
10.823	0.011
14.457	0.02
6.461	1.818
10.787	0.133
11.172	0.292
7.554	0.009
13.587	0.009
5.121	0.353
12.355	0.036
8.7	0.028
9.65	0.008
9.769	0.049
14.868	0.018
8.238	0.454
10.249	4.57
10.904	7.332
9.914	0.044
7.762	0.061
8.5	0.19
13.283	0.053
15.541	0.006
14.871	0.008
10.825	0.119
6.529	0.103
10.227	0.08
12.499	0.007
6.909	0.073
8.042	0.08
7.664	0.012
13.577	0.025
9.575	0.006
10.603	0.041
13.999	0.283
11.419	0.016
12.973	0.022
9.732	0.007
13.101	0.023
10.224	0.046
8.709	3.336
4.035	0.054
6.604	0.173
12.494	0.02
11.373	0.011
6.139	0.766
5.497	0.198
4.613	0.393
13.683	0.049
10.359	0.039
