13.975	0.026
13.589	0.04
11.946	0.042
12.582	0.047
13.452	0.063
10.117	0.074
11.739	0.098
13.678	0.112
9.065	0.147
12.895	0.151
10.118	0.167
13.229	0.168
9.509	0.221
12.973	0.279
10.333	0.374
5.115	0.38
12.66	0.411
11.513	0.435
13.141	0.778
13.68	0.845
13.953	0.984
13.953	0.984
11.136	1.532
8.066	1.543
10.38	1.726
13.506	1.854
13.11	2.074
8.864	2.734
17.83	0.031
20.097	0.033
17.126	0.034
19.602	0.035
15.781	0.036
16.498	0.036
18.874	0.036
19.25	0.039
17.188	0.04
14.221	0.051
18.754	0.059
15.949	0.061
16.135	0.074
20.251	0.08
19.296	0.084
20.351	0.084
18.384	0.089
16.386	0.091
18.214	0.094
16.464	0.097
17.133	0.104
19.832	0.106
16.966	0.11
15.76	0.114
18.523	0.127
16.243	0.154
15.202	0.16
18.568	0.172
18.582	0.183
19.621	0.187
18.63	0.191
18.421	0.202
16.572	0.205
17.558	0.23
19.539	0.23
19.961	0.236
19.349	0.26
15.298	0.261
19.898	0.316
16.446	0.339
19.051	0.364
20.279	0.367
19.09	0.372
17.399	0.395
16.366	0.468
14.792	0.474
14.912	0.495
14.895	0.503
19.331	0.528
14.238	0.565
14.246	0.571
16.01	0.579
15.522	0.658
20.151	0.681
14.97	0.789
20.254	0.937
14.327	1.284
20.265	1.287
15.168	1.518
18.082	1.629
19.219	1.643
16.419	1.725
16.344	1.771
17.577	2.053
14.642	2.137
14.644	2.14
16.983	2.145
19.709	2.231
14.627	3.019
17.153	3.066
20.198	3.093
20.199	3.096
15.339	3.353
16.87	3.477
18.503	4.961
18.5	4.989
21.366	0.018
21.744	0.018
23.676	0.02
24.679	0.02
21.178	0.021
21.61	0.022
20.997	0.024
23.276	0.024
21.358	0.027
24.121	0.027
22.298	0.03
21.438	0.031
23.948	0.036
24.992	0.038
24.43	0.04
24.679	0.042
24.905	0.043
23.54	0.046
21.504	0.053
22.21	0.055
21.302	0.063
22.866	0.071
23.494	0.071
23.724	0.08
22.528	0.081
20.786	0.085
21.745	0.094
21.361	0.095
23.354	0.096
24.783	0.097
21.645	0.1
21.13	0.107
24.818	0.124
24.17	0.13
21.865	0.131
24.316	0.133
22.082	0.139
22.543	0.144
24.402	0.16
20.903	0.163
20.544	0.166
24.577	0.17
23.95	0.171
22.409	0.173
22.822	0.174
20.915	0.176
25.097	0.178
23.235	0.184
25.206	0.195
23.615	0.199
21.358	0.203
25.076	0.204
24.249	0.209
21.095	0.251
20.429	0.252
23.32	0.255
23.455	0.267
21.963	0.276
21.839	0.291
20.555	0.33
24.305	0.395
20.42	0.436
20.924	0.442
22.399	0.461
23.675	0.467
22.274	0.527
20.62	0.582
24.222	0.591
21.354	0.613
25.097	0.635
25.075	0.649
24.909	0.969
23.425	1.259
24.579	1.308
24.757	1.459
21.916	1.635
22.425	1.768
24.648	1.786
24.919	1.979
23.073	1.998
24.436	2.009
23.083	2.29
21.948	2.592
21.968	3.609
20.56	3.673
22.916	3.996
21.822	4.817
26.845	0.011
25.387	0.014
28.583	0.014
26.509	0.016
28.792	0.029
