c: TCR 2 + CD4 2 RBC vs pMHC 52 bead,,,,
0.25,9.66378E-05,0.000198334,,
0.5,0.000392519,0.000892501,,
1,0.001120517,0.001685836,,
2,0.001676475,0.002875837,,
4,0.00356792,0.003136909,,
8,0.003696266,0.003136909,,
16,0.003682618,0.003136909,,
