d: TCR 49 +CD4 53 bead vs pMHC 4 RBC,,
0.25,0.000103075,2.20879E-05
0.5,0.000208275,0.000132528
1,0.000710521,0.000242967
2,0.000726103,0.000331319
4,0.000759416,0.000405697
8,0.000822797,0.000405697
16,0.00079594,0.000405697
