F,k₋f,k₋s,ka,k₋a
20.7,8.529814986482727,0.6279450016245695,4.035482568590974,0.13202704009267097
20.8,8.529814986612378,0.6359919277796896,4.074724270786863,0.12953647624116787
20.9,8.529814986742029,0.644141972870988,4.114347565807164,0.12709289449495234
21.0,8.529814986871678,0.6523964583365883,4.154356164323834,0.12469540858153753
21.1,8.52981498700133,0.6607567225484455,4.194753813092014,0.1223431489471203
21.2,8.52981498713098,0.6692241210293486,4.23554429530091,0.12003526244119792
21.3,8.52981498726063,0.6778000266727033,4.276731430928091,0.11777091200713619
21.4,8.529814987390282,0.68648582996513,4.318319077097226,0.11554927637857378
21.5,8.529814987519933,0.6952829392119182,4.360311128439287,0.11336954978155386
21.6,8.529814987649583,0.7041927807653644,4.402711517457292,0.11123094164227479
21.7,8.529814987779234,0.7132167992560399,4.445524214894559,0.10913267630035359
21.8,8.529814987908884,0.7223564578270242,4.488753230106589,0.10707399272749867
21.9,8.529814988038536,0.7316132383711318,4.532402611436507,0.10505414425148932
22.0,8.529814988168186,0.7409886417711906,4.576476446594208,0.10307239828536228
22.1,8.529814988297838,0.750484188143388,4.620978863039152,0.10112803606170664
22.2,8.529814988427487,0.7601014170837431,4.665914028366895,0.09922035237197172
22.3,8.529814988557137,0.7698418879177353,4.711286150699396,0.09734865531069106
22.4,8.52981498868679,0.7797071799531289,4.757099479079083,0.09551226602453389
22.5,8.529814988816439,0.7896988927360443,4.803358303866774,0.09371051846608763
22.6,8.529814988946091,0.7998186463103016,4.8500669571434765,0.09194275915228779
22.7,8.52981498907574,0.8100680814800952,4.897229813116058,0.0902083469274026
22.8,8.529814989205391,0.8204488600760331,4.944851288526922,0.08850665273049017
22.9,8.529814989335042,0.8309626652245794,4.992935843067588,0.0868370593672415
23.0,8.529814989464693,0.8416112016209593,5.041487979796366,0.0851989612861282
23.1,8.529814989594344,0.8523961958055536,5.090512245560051,0.08359176435877227
23.2,8.529814989723995,0.8633193964438373,5.140013231419722,0.08201488566445947
23.3,8.529814989853644,0.8743825746099081,5.189995573080714,0.08046775327871726
23.4,8.529814989983295,0.8855875240736454,5.240463951326721,0.0789498060658814
23.5,8.529814990112946,0.8969360615915491,5.291423092458148,0.07746049347557533
23.6,8.529814990242597,0.9084300272013061,5.342877768734744,0.07599927534302878
23.7,8.529814990372248,0.9200712845201329,5.394832798822486,0.07456562169316353
23.8,8.529814990501897,0.9318617210469399,5.447293048244878,0.07315901254837395
23.9,8.52981499063155,0.9438032484683667,5.500263429838568,0.0717789377399352
24.0,8.5298149907612,0.9558978029687438,5.55374890421345,0.07042489672296703
24.1,8.529814990890852,0.9681473455440188,5.607754480217208,0.06909639839489014
24.2,8.529814991020501,0.9805538623197123,5.662285215404391,0.06779296091730551
24.3,8.52981499115015,0.9931193648729475,5.717346216510054,0.06651411154123454
24.4,8.529814991279803,1.0058458905586003,5.772942639927987,0.06525938643565653
24.5,8.529814991409452,1.0187355028396379,5.829079692193607,0.06402833051927881
24.6,8.529814991539105,1.0317902916216835,5.885762630471552,0.06282049729548259
24.7,8.529814991668754,1.0450123735918706,5.942996763047991,0.06163544869038054
24.8,8.529814991798407,1.0584038925620434,6.000787449827757,0.06047275489393033
24.9,8.529814991928056,1.0719670198163478,6.059140102836286,0.059331994204045065
25.0,8.529814992057707,1.0857039544632836,6.118060186726447,0.05821275287364441
25.1,8.529814992187358,1.0996169237922622,6.177553219290298,0.05711462496059105
25.2,8.529814992317009,1.1137081836347393,6.237624771975821,0.05603721218045787
25.3,8.52981499244666,1.127980018729973,6.298280470408693,0.054980123762072564
25.4,8.529814992576311,1.142434743095464,6.359525994919097,0.05394297630578735
25.5,8.52981499270596,1.157074700402154,6.421367081073696,0.052925393644422135
25.6,8.529814992835611,1.1719022643544204,6.483809520212756,0.05192700670683079
25.7,8.529814992965262,1.1869198390749462,6.546859159992486,0.05094745338404172
25.8,8.529814993094913,1.2021298594945273,6.610521904932689,0.04998637839792242
25.9,8.529814993224564,1.21753479174686,6.67480371696969,0.049043433172322966
26.0,8.529814993354213,1.2331371335684045,6.739710616014673,0.0481182757066488
26.1,8.529814993483866,1.2489394147033595,6.805248680517442,0.047210570451819804
26.2,8.529814993613515,1.2649441973138364,6.871424048035644,0.04631998818856822
26.3,8.529814993743168,1.2811540763952824,6.938242915809572,0.04544620590803295
26.4,8.529814993872817,1.297571680197227,7.0057115413424995,0.0445889066946062
26.5,8.529814994002466,1.314199670649431,7.0738362429867045,0.043747779610989995
26.6,8.529814994132119,1.3310407437934804,7.142623400535174,0.04292251958542118
26.7,8.529814994261768,1.3480976302199221,7.2120794558190475,0.042112827301023635
26.8,8.52981499439142,1.3653730955110022,7.2822109133109185,0.04131840908724789
26.9,8.52981499452107,1.3828699406890672,7.353024340733943,0.040538976813358524
27.0,8.529814994650721,1.4005910026707236,7.424526369676901,0.0397742477839309
27.1,8.529814994780372,1.4185391547268105,7.49672369621525,0.039023944636319204
27.2,8.529814994910023,1.4367173069482653,7.569623081538189,0.0382877952400588
27.3,8.529814995039674,1.4551284067179675,7.6432313525818545,0.03756553259816581
27.4,8.529814995169325,1.47377543918862,7.717555402668635,0.03685689475029937
27.5,8.529814995298974,1.4926614277667578,7.79260219215273,0.03616162467774972
27.6,8.529814995428627,1.5117894346029628,7.8683787490719785,0.03547947021021935
27.7,8.529814995558276,1.5311625610883521,7.944892169806029,0.034810183934362346
27.8,8.529814995687927,1.550783948357439,8.022149619740901,0.03415352310404876
27.9,8.529814995817578,1.570656777797426,8.100158333940016,0.033509249552322484
28.0,8.529814995947227,1.5907842715640408,8.17892561782175,0.03287712960501901
28.1,8.52981499607688,1.6111696931039614,8.258458847843595,0.03225693399601375
28.2,8.529814996206529,1.6318163476839527,8.338765472192916,0.03164843778406807
28.3,8.529814996336182,1.6527275829267836,8.419853011484504,0.031051420271244818
28.4,8.52981499646583,1.6739067893539943,8.501729059464852,0.03046566492286233
28.5,8.529814996595483,1.6953574009356422,8.584401283723308,0.029890959288958657
28.6,8.529814996725133,1.7170828956470763,8.667877426410124,0.029327094927237188
28.7,8.529814996854782,1.7390867960328507,8.752165304961512,0.02877386732746591
28.8,8.529814996984435,1.7613726697778695,8.837272812831726,0.028231075837302763
28.9,8.529814997114084,1.7839441302858445,8.923207920232286,0.027698523589520227
29.0,8.529814997243736,1.8068048372651684,9.009978674878363,0.02717601743060277
29.1,8.529814997373386,1.8299584973222944,9.097593202742456,0.02666336785069118
29.2,8.529814997503037,1.8534088645627218,9.186059708815362,0.02616038891484861
29.3,8.529814997632688,1.8771597411996837,9.275386477874566,0.02566689819562281
29.4,8.529814997762339,1.901214978170626,9.365581875260112,0.02518271670688116
29.5,8.52981499789199,1.9255784757616055,9.456654347658,0.02470766883889306
29.6,8.52981499802164,1.9502541842396661,9.548612423891198,0.024241582294637718
29.7,8.52981499815129,1.9752461044933334,9.641464715718373,0.023784288027312764
29.8,8.529814998280942,2.0005582886813205,9.735219918640356,0.023335620179022118
29.9,8.529814998410592,2.0261948408895294,9.829886812714474,0.022895416020620302
30.0,8.529814998540242,2.05215991779649,9.925474263376788,0.022463515892691542
30.1,8.529814998669893,2.078457729347317,10.021991222272328,0.02203976314764226
30.2,8.529814998799543,2.1050925394362996,10.119446728093413,0.02162400409288592
30.3,8.529814998929195,2.1320686665982547,10.217849907426102,0.02121608793509966
30.4,8.529814999058845,2.1593904847087178,10.317209975604886,0.02081586672553244
30.5,8.529814999188497,2.1870624236931286,10.417536237575701,0.020423195306344923
30.6,8.529814999318146,2.2150889702450804,10.518838088767328,0.02003793125796159
30.7,8.529814999447797,2.243474668553801,10.621125015971252,0.01965993484741607
30.8,8.529814999577448,2.272224121040928,10.724406598230088,0.019289068977670687
30.9,8.5298149997071,2.301341989106755,10.828692507734658,0.0189251991378923
31.0,8.52981499983675,2.3308329938860113,10.933992510729771,0.018568193354666026
31.1,8.5298149999664,2.360701917013345,11.04031646842882,0.018217922144129213
